# Sampling period is 1000000 ns
joint.2.vel-cmd;z-vel-fb;joint.2.f-error
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00345000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
0.00000000000000;0.00000000000000;-0.00295000000125
